DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,5555,32021,60182,18/08/2024,06:26:17,15,1,33.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:26:19,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:26:27,15,1,21.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:26:35,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:26:35,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:27:08,15,1,32.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:28:11,15,1,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:28:12,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:30:31,15,1,36.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:30:35,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:31:25,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:31:25,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:31:59,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:35:02,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:02,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:02,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:04,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:04,15,2,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:04,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:41,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:40:42,15,2,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:41:57,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:41:58,15,2,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:41:58,15,1,18.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:42:34,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:45:26,15,1,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:45:48,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:45:59,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:46:36,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:47:01,15,2,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:47:01,15,1,21.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:47:37,15,2,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:47:37,15,2,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:47:38,15,2,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:47:38,15,2,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:51:50,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:52:25,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:52:26,15,2,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:52:40,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:52:42,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:52:42,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:53:30,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:54:56,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:55:46,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:56:08,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:56:17,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:56:17,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:56:37,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:57:17,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:57:49,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,06:59:53,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:00:06,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:00:10,15,1,32.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:00:10,15,1,32.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:00:23,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:01:15,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:01:15,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:01:15,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:01:18,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:03:12,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:03:14,15,2,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:03:15,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:05:43,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:05:51,15,1,36.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:05:52,15,2,39.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:05:52,15,1,36.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:07:04,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:07:05,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:07:08,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:07:09,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:07:25,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:04,15,1,18.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:27,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:32,15,1,21.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:42,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:51,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:58,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:08:59,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:09:00,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:09:24,15,1,32.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:09:40,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:09:41,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:09:41,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:09:52,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:10:12,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:10:44,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:11:55,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:12:48,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:13:22,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:14:37,15,1,20.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:15:07,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:15:22,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:15:23,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:15:24,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:15:54,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:15:57,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:17:34,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:08,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:10,15,1,20.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:32,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:33,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:33,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:51,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:18:52,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:07,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:30,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:30,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:43,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:45,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:46,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:19:55,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:21:08,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:21:54,15,1,32.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:22:34,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:22:39,15,1,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:22:41,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:23:35,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:23:37,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:23:41,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:01,15,2,36.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:01,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:02,15,2,37.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:03,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:05,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:06,15,2,33.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:24:23,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:01,15,3,21.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:14,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:17,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:17,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:29,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:43,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:51,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:51,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:25:51,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:26:09,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:26:10,15,1,20.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:26:11,15,1,20.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:26:42,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:26:47,15,2,57.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:27:35,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:27:36,15,2,16.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:27:37,15,2,17.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:06,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:06,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:07,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:07,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:07,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:08,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:10,15,1,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:11,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:28:11,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:03,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:04,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:05,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:07,15,2,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:07,15,3,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:07,15,2,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:09,15,2,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:29:10,15,3,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:31:13,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:31:13,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:31:14,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:31:20,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:31:20,15,2,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:32:12,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:32:12,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:32:12,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:32:24,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:32:24,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:33:16,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:33:16,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:33:39,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:33:40,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:34:04,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:34:20,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:34:23,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:34:50,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:35:14,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:35:14,15,1,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:35:14,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:37:46,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:37:46,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:37:46,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:37:57,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:07,15,1,18.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:12,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:21,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:21,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:21,15,2,35.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:22,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:22,15,2,33.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:22,15,1,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:22,15,1,33.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:23,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:23,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:23,15,1,32.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:24,15,3,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:24,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:24,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:25,15,2,34.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:27,15,2,36.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:29,15,2,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:32,15,2,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:33,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:33,15,2,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:36,15,1,21.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:37,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:37,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:38,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:38,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:39,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:39,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:39,15,2,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:39,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:39,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:39,15,2,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:40,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:40,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:41,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:38:42,15,1,19.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:39:06,15,1,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:39:45,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:40:57,15,1,20.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:41:45,15,2,33.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:41:46,15,1,33.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:41:59,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:41:59,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:42:00,15,1,27.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:42:08,15,3,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:42:09,15,1,30.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:42:09,15,3,26.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:42:10,15,1,28.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:43:45,15,1,29.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:44:14,15,1,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:44:14,15,2,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:44:14,15,2,31.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:44:17,15,1,22.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:44:23,15,1,23.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:45:27,15,1,25.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:45:28,15,1,24.0,,,,2,,1.0,Cycle,S
IND,5555,32021,60182,18/08/2024,07:45:55,15,1,22.0,,,,2,,1.0,Cycle,S
