Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual,Pax_weekday,Pax_norm_weekday,Pax_sch_hol_weekday,Pax_Saturday,Pax_Sunday,Pax_pre_AM_peak,Pax_AM_peak,Pax_interpeak,Pax_PM_peak,Pax_PM_late,Bike_Path_Dist_m,total_safe_bike_path_meters,Pax_annual_norm,Pax_AM_peak_norm,Bike_Path_Dist_m_norm,Train_Line
FY24-25,19842,Melbourne Central,-37.80993877,144.9625935,11876900,38300,39700,33000,20650,17250,300,1650,9500,21750,6550,6.124393826162657,9009.555192597249,0.6048861992379322,0.42105263157894735,0.0019921100931166126,Alamein Line
FY24-25,19842,Melbourne Central,-37.80993877,144.9625935,11876900,38300,39700,33000,20650,17250,300,1650,9500,21750,6550,6.124393826162657,9009.555192597249,0.6048861992379322,0.42105263157894735,0.0019921100931166126,Belgrave Line
FY24-25,19842,Melbourne Central,-37.80993877,144.9625935,11876900,38300,39700,33000,20650,17250,300,1650,9500,21750,6550,6.124393826162657,9009.555192597249,0.6048861992379322,0.42105263157894735,0.0019921100931166126,Glen Waverly Line
FY24-25,19842,Melbourne Central,-37.80993877,144.9625935,11876900,38300,39700,33000,20650,17250,300,1650,9500,21750,6550,6.124393826162657,9009.555192597249,0.6048861992379322,0.42105263157894735,0.0019921100931166126,Lilydale Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Mernda Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Hurstbridge Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Craigieburn Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Upfield Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Frankston Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Alamein Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Belgrave Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Glen Waverly Line
FY24-25,19843,Parliament,-37.81105406,144.9729109,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,3.7632814968151305,8863.543559291147,0.32307139800721313,0.21052631578947367,0.0011660296827103375,Lilydale Line
FY24-25,19844,Belgrave,-37.9091021,145.3552913,283100,850,900,750,650,450,100,300,200,250,50,168.36055311932827,754.1812416361516,0.01429386474315871,0.06578947368421052,0.058753540451947264,Belgrave Line
FY24-25,19845,Tecoma,-37.90811849,145.3429946,47250,150,150,150,100,50,50,100,50,50,50,40.735618239178216,1798.308474573544,0.0022795810664873566,0.013157894736842105,0.014101510443276418,Belgrave Line
FY24-25,19846,Upwey,-37.90369097,145.3313334,97850,300,350,250,200,150,50,150,50,50,50,22.227812837956275,1690.456235358423,0.0048571632332864685,0.02631578947368421,0.007626199933256821,Belgrave Line
FY24-25,19847,Alamein,-37.86832039,145.0796557,96200,300,350,250,150,100,50,200,50,50,50,16.95197735373036,2963.4745622915293,0.004773111640890845,0.039473684210526314,0.005780347752539225,Alamein Line
FY24-25,19848,Ashburton,-37.86196753,145.0813438,201950,700,700,600,300,200,50,400,150,100,50,10.823038043718693,3158.095477317832,0.010160054608064878,0.09210526315789473,0.0036360208445650067,Alamein Line
FY24-25,19849,Burwood,-37.85156328,145.0805111,221250,750,800,600,250,200,50,500,150,100,50,24.05166994630638,3022.9510143498596,0.011143203537298531,0.11842105263157894,0.008264311305537278,Alamein Line
FY24-25,19850,Hartwell,-37.84398457,145.0755596,138050,450,500,400,200,150,50,300,100,100,50,20.17832673692905,2470.100154838304,0.006904965666198015,0.06578947368421052,0.006909147932632021,Alamein Line
FY24-25,19851,Willison,-37.83571565,145.0702976,73100,250,250,200,100,50,50,150,50,50,50,140.92369765066252,2260.369201848125,0.0035963893473521203,0.02631578947368421,0.04915423060798217,Alamein Line
FY24-25,19852,Riversdale,-37.83150543,145.069646,144000,550,600,300,100,50,50,300,100,200,50,13.950290987345019,3367.8053801645233,0.007208060802412535,0.06578947368421052,0.004730150235617298,Alamein Line
FY24-25,19853,Camberwell,-37.82656714,145.0586972,1260400,3950,4100,3500,2350,2200,150,1100,850,1650,300,185.99063505193254,81.09773788050043,0.06407787762088148,0.27631578947368424,0.06492176258071256,Alamein Line
FY24-25,19853,Camberwell,-37.82656714,145.0586972,1260400,3950,4100,3500,2350,2200,150,1100,850,1650,300,185.99063505193254,81.09773788050043,0.06407787762088148,0.27631578947368424,0.06492176258071256,Belgrave Line
FY24-25,19853,Camberwell,-37.82656714,145.0586972,1260400,3950,4100,3500,2350,2200,150,1100,850,1650,300,185.99063505193254,81.09773788050043,0.06407787762088148,0.27631578947368424,0.06492176258071256,Lilydale Line
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,61.80173275319669,13014.558599980634,1,0.9342105263157895,0.02147189443860922,Mernda Line
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,61.80173275319669,13014.558599980634,1,0.9342105263157895,0.02147189443860922,Hurstbridge Line
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,61.80173275319669,13014.558599980634,1,0.9342105263157895,0.02147189443860922,Craigieburn Line
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,61.80173275319669,13014.558599980634,1,0.9342105263157895,0.02147189443860922,Upfield Line
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,61.80173275319669,13014.558599980634,1,0.9342105263157895,0.02147189443860922,Flemington Line
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,61.80173275319669,13014.558599980634,1,0.9342105263157895,0.02147189443860922,Frankston Line
