SITE_XN_ROUTE,Time_Window,SPEED
6411,AM Peak,29.5
6411,AM Peak,32.8
6411,AM Peak,28
6411,AM Peak,29.2
6411,AM Peak,26.6
6411,AM Peak,34.1
6411,AM Peak,20.7
6411,AM Peak,24.9
6411,AM Peak,27.5
6411,AM Peak,29.6
6411,AM Peak,28.9
6411,AM Peak,19
6411,AM Peak,21.1
6411,AM Peak,26.8
6411,AM Peak,27
6411,AM Peak,25.7
6411,AM Peak,30.5
6411,AM Peak,24.7
6411,AM Peak,25.5
6411,AM Peak,30.3
6411,AM Peak,24.3
6411,AM Peak,24.2
6411,AM Peak,26.5
6411,AM Peak,21.1
6411,AM Peak,16.5
6411,AM Peak,21.7
6411,AM Peak,24
6411,AM Peak,31
6411,AM Peak,29.4
6411,AM Peak,21
6411,AM Peak,28.8
6411,AM Peak,15.2
6411,AM Peak,18.3
6411,AM Peak,27.5
6411,AM Peak,29.5
6411,AM Peak,38.2
6411,AM Peak,25.8
6411,AM Peak,27.7
6411,AM Peak,37.9
6411,AM Peak,24.2
6411,AM Peak,28
6411,AM Peak,25.2
6411,AM Peak,25.5
6411,AM Peak,16.8
6411,AM Peak,31.7
6411,AM Peak,25.2
6411,AM Peak,27.8
6411,AM Peak,28.9
6411,AM Peak,21.4
6411,AM Peak,30.7
6411,AM Peak,19.4
6411,AM Peak,27
6411,AM Peak,19.8
6411,AM Peak,24.9
6411,AM Peak,34.1
6411,AM Peak,27.7
6411,AM Peak,24
6411,AM Peak,29.1
6411,AM Peak,26.2
6411,AM Peak,28
6411,AM Peak,33.9
6411,AM Peak,25.4
6411,AM Peak,33.9
6411,AM Peak,26.7
6411,AM Peak,20.6
6411,AM Peak,27.8
6411,AM Peak,29.2
6411,AM Peak,29.1
6411,AM Peak,19.3
6411,AM Peak,19.6
6411,AM Peak,10
6411,AM Peak,28.4
6411,AM Peak,37.3
6411,AM Peak,21.6
6411,AM Peak,33.2
6411,AM Peak,29.3
6411,AM Peak,30.3
6411,AM Peak,28.1
6411,AM Peak,18.8
6411,AM Peak,23.9
6411,AM Peak,30
6411,AM Peak,23.6
6411,AM Peak,22.1
6411,AM Peak,31.8
6411,AM Peak,20.8
6411,AM Peak,21.1
6411,AM Peak,30.1
6411,AM Peak,29.2
6411,AM Peak,27.4
6411,AM Peak,23.1
6411,AM Peak,23.1
6411,AM Peak,23.8
6411,AM Peak,30
6411,AM Peak,20.8
6411,AM Peak,28.3
6411,AM Peak,30.7
6411,AM Peak,19.1
6411,AM Peak,23.1
6411,AM Peak,15.1
6411,AM Peak,31.8
6411,AM Peak,24.3
6411,AM Peak,27.8
6411,AM Peak,31.4
6411,AM Peak,24.1
6411,AM Peak,27.1
6411,AM Peak,26.6
6411,AM Peak,31
6411,AM Peak,26.2
6411,AM Peak,19.1
6411,AM Peak,24.2
6411,AM Peak,23.5
6411,AM Peak,28
6411,AM Peak,25.5
6411,AM Peak,27
6411,AM Peak,24.5
6411,AM Peak,40.1
6411,AM Peak,29.3
6411,AM Peak,29.5
6411,AM Peak,29.6
6411,AM Peak,27.3
6411,AM Peak,33
6411,AM Peak,26.6
6411,AM Peak,28.6
6411,AM Peak,23.5
6411,AM Peak,23.4
6411,AM Peak,22
6411,AM Peak,30.6
6411,AM Peak,33.3
6411,AM Peak,23.9
6411,AM Peak,33.4
6411,AM Peak,25.5
6411,AM Peak,28.3
6411,AM Peak,26.5
6411,AM Peak,26.5
6411,AM Peak,28.9
6411,AM Peak,31.6
6411,AM Peak,19.4
6411,AM Peak,25.3
6411,AM Peak,23.6
6411,AM Peak,25.5
6411,AM Peak,27.9
6411,AM Peak,26.7
6411,AM Peak,27.8
6411,AM Peak,22.4
6411,AM Peak,21.5
6411,AM Peak,34.6
6411,AM Peak,35.4
6411,AM Peak,30.8
6411,AM Peak,27.3
6411,AM Peak,29.9
6411,AM Peak,21.3
6411,AM Peak,28
6411,AM Peak,24
6411,AM Peak,19
6411,AM Peak,19.8
6411,AM Peak,29.8
6411,AM Peak,28
6411,AM Peak,30
6411,AM Peak,31.8
6411,AM Peak,25.4
6411,AM Peak,31.2
6411,AM Peak,31.6
6411,AM Peak,31.3
6411,AM Peak,31.2
6411,AM Peak,28.9
6411,AM Peak,18.3
6411,AM Peak,34.3
6411,AM Peak,26.9
6411,AM Peak,5.6
6411,AM Peak,26.5
6411,AM Peak,30
6411,AM Peak,26.9
6411,AM Peak,30
6411,AM Peak,27.6
6411,AM Peak,23
6411,AM Peak,34.7
6411,AM Peak,19.5
6411,AM Peak,25.5
6411,AM Peak,17.1
6411,AM Peak,29
6411,AM Peak,30.6
6411,AM Peak,21.4
6411,AM Peak,28.7
6411,AM Peak,31.9
6411,AM Peak,32.3
6411,AM Peak,24.1
6411,AM Peak,22.2
6411,AM Peak,25.4
6411,AM Peak,21.1
6411,AM Peak,26.1
6411,AM Peak,33.5
6411,AM Peak,27.3
6411,AM Peak,28.5
6411,AM Peak,32.3
6411,AM Peak,23
6411,AM Peak,27.1
6411,AM Peak,29.9
6411,AM Peak,27.8
6411,AM Peak,29.5
6411,AM Peak,25.7
6411,AM Peak,26.9
6411,AM Peak,32.5
6411,AM Peak,25.4
6411,AM Peak,27.8
6411,AM Peak,31.2
6411,AM Peak,31.2
6411,AM Peak,33.2
6411,AM Peak,26.8
6411,AM Peak,25.4
6411,AM Peak,22.6
6411,AM Peak,26
6411,AM Peak,24.9
6411,AM Peak,32.1
6411,AM Peak,24.6
6411,AM Peak,23.2
6411,AM Peak,26
6411,AM Peak,27.7
6411,AM Peak,25
6411,AM Peak,23.4
6411,AM Peak,20.7
6411,AM Peak,32.6
6411,AM Peak,24.4
6411,AM Peak,22.9
6411,AM Peak,27.4
6411,AM Peak,18.1
6411,AM Peak,21.6
6411,AM Peak,18.1
6411,AM Peak,29.8
6411,AM Peak,30.8
6411,AM Peak,34.3
6411,AM Peak,32.5
6411,AM Peak,33.7
6411,AM Peak,29.2
6411,AM Peak,34.1
6411,AM Peak,25
6411,AM Peak,27
6411,AM Peak,38.3
6411,AM Peak,25.9
6411,AM Peak,26.8
6411,AM Peak,25.6
6411,AM Peak,24
6411,AM Peak,29.1
6411,AM Peak,25.4
6411,AM Peak,31.6
6411,AM Peak,38.5
6411,AM Peak,28.6
6411,AM Peak,25.9
6411,AM Peak,24.7
6411,AM Peak,17
6411,AM Peak,34.2
6411,AM Peak,17.3
6411,AM Peak,22.3
6411,AM Peak,25.4
6411,AM Peak,39.4
6411,AM Peak,26.7
6411,AM Peak,24.1
6411,AM Peak,25.8
6411,AM Peak,17.1
6411,AM Peak,26.4
6411,AM Peak,26
6411,AM Peak,30.3
6411,AM Peak,25.8
6411,AM Peak,25.3
6411,AM Peak,30.4
6411,AM Peak,33.3
6411,AM Peak,23.9
6411,AM Peak,21.6
6411,AM Peak,32.9
6411,AM Peak,32.3
6411,AM Peak,22.7
6411,AM Peak,26.8
6411,AM Peak,32.8
6411,AM Peak,26.3
6411,AM Peak,21.4
6411,AM Peak,28.1
6411,AM Peak,19.1
6411,AM Peak,29.6
6411,AM Peak,24.6
6411,AM Peak,29
6411,AM Peak,20.8
6411,AM Peak,15.6
6411,AM Peak,28.6
6411,AM Peak,21.1
6411,AM Peak,17.3
6411,AM Peak,19.6
6411,AM Peak,33.8
6411,AM Peak,20.9
6411,AM Peak,25.6
6411,AM Peak,30.8
6411,AM Peak,27.4
6411,AM Peak,22.5
6411,AM Peak,27
6411,AM Peak,19.9
6411,AM Peak,24.8
6411,AM Peak,25.7
6411,AM Peak,37.2
6411,AM Peak,29.5
6411,AM Peak,36.2
6411,AM Peak,12.3
6411,AM Peak,16.7
6411,AM Peak,26.7
6411,AM Peak,28.3
6411,AM Peak,22.6
6411,AM Peak,36.2
6411,AM Peak,28.6
6411,AM Peak,26.2
6411,AM Peak,30
6411,AM Peak,34.1
6411,AM Peak,41.2
6411,AM Peak,21.3
6411,AM Peak,27.3
6411,AM Peak,21.2
6411,AM Peak,29.7
6411,AM Peak,22.4
6411,AM Peak,25.8
6411,AM Peak,29.5
6411,AM Peak,20.5
6411,AM Peak,35.6
6411,AM Peak,22.7
6411,AM Peak,25.8
6411,AM Peak,29.9
6411,AM Peak,31.1
6411,AM Peak,30.5
6411,AM Peak,18.5
6411,AM Peak,30.2
6411,AM Peak,28.4
6411,AM Peak,27.7
6411,AM Peak,24.1
6411,AM Peak,16.9
6411,AM Peak,34.5
6411,AM Peak,25
6411,AM Peak,31.3
6411,AM Peak,23.1
6411,AM Peak,21.7
6411,AM Peak,22.9
6411,AM Peak,25.9
6411,AM Peak,33.1
6411,AM Peak,25.8
6411,AM Peak,25.5
6411,AM Peak,28.6
6411,AM Peak,22.2
6411,AM Peak,26.4
6411,AM Peak,30.8
6411,AM Peak,27.1
6411,AM Peak,37.3
6411,AM Peak,22.2
6411,AM Peak,35.2
6411,AM Peak,36.1
6411,AM Peak,22.9
6411,AM Peak,24.5
6411,AM Peak,22.2
6411,AM Peak,31.3
6411,AM Peak,32.2
6411,AM Peak,20.7
6411,AM Peak,29.5
6411,AM Peak,16.2
6411,AM Peak,37.8
6411,AM Peak,23.3
6411,AM Peak,36.7
6411,AM Peak,22.7
6411,AM Peak,25.9
6411,AM Peak,22.3
6411,AM Peak,21.3
6411,AM Peak,36.9
6411,AM Peak,19.8
6411,AM Peak,34.7
6411,AM Peak,24.4
6411,AM Peak,30.1
6411,AM Peak,20.7
6411,AM Peak,21.1
6411,AM Peak,24.1
6411,AM Peak,25.1
6411,AM Peak,28
6411,AM Peak,27.6
6411,AM Peak,10.2
6411,AM Peak,25.8
6411,AM Peak,24.9
6411,AM Peak,32.8
6411,AM Peak,27.2
6411,AM Peak,33
6411,AM Peak,27.8
6411,AM Peak,25.8
6411,AM Peak,25.6
6411,AM Peak,25.6
6411,AM Peak,32.6
6411,AM Peak,18.1
6411,AM Peak,27.5
6411,AM Peak,30.5
6411,AM Peak,28.5
6411,AM Peak,28.5
6411,AM Peak,30.8
6411,AM Peak,33.1
6411,AM Peak,27.7
6411,AM Peak,31.6
6411,AM Peak,28.4
6411,AM Peak,21.5
6411,AM Peak,26.9
6411,AM Peak,35.2
6411,AM Peak,27.4
6411,AM Peak,30.3
6411,AM Peak,33.1
6411,AM Peak,22.5
6411,AM Peak,24.1
6411,AM Peak,30.3
6411,AM Peak,27.2
6411,AM Peak,31.3
6411,AM Peak,34
6411,AM Peak,19.8
6411,AM Peak,29.1
6411,AM Peak,32.9
6411,AM Peak,33.1
6411,AM Peak,26.9
6411,AM Peak,17.6
6411,AM Peak,26.1
6411,AM Peak,31.3
6411,AM Peak,24.4
6411,AM Peak,30.3
6411,AM Peak,27.1
6411,AM Peak,25.9
6411,AM Peak,29.3
6411,AM Peak,28.2
6411,AM Peak,31.5
6411,AM Peak,23.8
6411,AM Peak,24.1
6411,AM Peak,24.5
6411,AM Peak,25.2
6411,AM Peak,18.8
6411,AM Peak,18.9
6411,AM Peak,23.6
6411,AM Peak,32.6
6411,AM Peak,29.9
6411,AM Peak,24
6411,AM Peak,24.2
6411,AM Peak,35.7
6411,AM Peak,34.6
6411,AM Peak,37.1
6411,AM Peak,24.3
6411,AM Peak,35.2
6411,AM Peak,28.5
6411,AM Peak,25.3
6411,AM Peak,23.8
6411,AM Peak,37.2
6411,AM Peak,23.4
6411,AM Peak,23.8
6411,AM Peak,27.8
6411,AM Peak,28.6
6411,AM Peak,36
6411,AM Peak,18.5
6411,AM Peak,31.8
6411,AM Peak,29.6
6411,AM Peak,29.4
6411,AM Peak,27.2
6411,AM Peak,25.2
6411,AM Peak,29.2
6411,AM Peak,30.1
6411,AM Peak,30.3
6411,AM Peak,24.9
6411,AM Peak,28.6
6411,AM Peak,24
6411,AM Peak,25
6411,AM Peak,27.7
6411,AM Peak,24.6
6411,AM Peak,32.6
6411,AM Peak,35.7
6411,AM Peak,30.8
6411,AM Peak,23.5
6411,AM Peak,24.8
6411,AM Peak,25
6411,AM Peak,27.1
6411,AM Peak,32
6411,AM Peak,22
6411,AM Peak,20.9
6411,AM Peak,29.6
6411,AM Peak,28.9
6411,AM Peak,27.5
6411,AM Peak,37
6411,AM Peak,24.8
6411,AM Peak,30.5
6411,AM Peak,26.8
6411,AM Peak,27.5
6411,AM Peak,21.8
6411,AM Peak,30.9
6411,AM Peak,31.4
6411,AM Peak,24.1
6411,AM Peak,27.5
6411,AM Peak,28.1
6411,AM Peak,23.7
6411,AM Peak,20.8
6411,AM Peak,23.7
6411,AM Peak,37.1
6411,AM Peak,32.2
6411,AM Peak,25.1
6411,AM Peak,33.3
6411,AM Peak,21.3
6411,AM Peak,27.6
6411,AM Peak,26.3
6411,AM Peak,18.3
6411,AM Peak,23.7
6411,AM Peak,29.6
6411,AM Peak,25.6
6411,PM Peak,26.7
6411,PM Peak,26.4
6411,PM Peak,25.4
6411,PM Peak,37.3
6411,PM Peak,20.7
6411,PM Peak,23
6411,PM Peak,20.5
6411,PM Peak,24.4
6411,PM Peak,20.8
6411,PM Peak,19.8
6411,PM Peak,24.9
6411,PM Peak,26.5
6411,PM Peak,28.3
6411,PM Peak,22.8
6411,PM Peak,25.5
6411,PM Peak,18.3
6411,PM Peak,26.7
6411,PM Peak,32.7
6411,PM Peak,24.2
6411,PM Peak,24.7
6411,PM Peak,24
6411,PM Peak,26.5
6411,PM Peak,25.8
6411,PM Peak,27.3
6411,PM Peak,23.8
6411,PM Peak,32.4
6411,PM Peak,32.3
6411,PM Peak,21
6411,PM Peak,25.8
6411,PM Peak,24.5
6411,PM Peak,28
6411,PM Peak,27.9
6411,PM Peak,23.3
6411,PM Peak,24.5
6411,PM Peak,29.6
6411,PM Peak,23.7
6411,PM Peak,27.5
6411,PM Peak,25.8
6411,PM Peak,25.2
6411,PM Peak,29.1
6411,PM Peak,29.6
6411,PM Peak,28.9
6411,PM Peak,27.2
6411,PM Peak,31.9
6411,PM Peak,34.3
6411,PM Peak,37.6
6411,PM Peak,20
6411,PM Peak,23.2
6411,PM Peak,23.1
6411,PM Peak,34.8
6411,PM Peak,26.1
6411,PM Peak,24.5
6411,PM Peak,31.8
6411,PM Peak,26.7
6411,PM Peak,26.5
6411,PM Peak,18.4
6411,PM Peak,26.4
6411,PM Peak,30.3
6411,PM Peak,31.6
6411,PM Peak,15.5
6411,PM Peak,23.3
6411,PM Peak,33.4
6411,PM Peak,23.1
6411,PM Peak,19.9
6411,PM Peak,25.6
6411,PM Peak,24.7
6411,PM Peak,21.9
6411,PM Peak,26.5
6411,PM Peak,21
6411,PM Peak,20.2
6411,PM Peak,27.8
6411,PM Peak,27.3
6411,PM Peak,29.2
6411,PM Peak,27.6
6411,PM Peak,21.9
6411,PM Peak,32.5
6411,PM Peak,29.6
6411,PM Peak,26.9
6411,PM Peak,24.6
6411,PM Peak,28
6411,PM Peak,23.3
6411,PM Peak,23.4
6411,PM Peak,23.4
6411,PM Peak,14.7
6411,PM Peak,29.4
6411,PM Peak,22.4
6411,PM Peak,40.9
6411,PM Peak,16.1
6411,PM Peak,20.1
6411,PM Peak,31.7
6411,PM Peak,21.3
6411,PM Peak,20.6
6411,PM Peak,28.9
6411,PM Peak,32.5
6411,PM Peak,27.5
6411,PM Peak,24.9
6411,PM Peak,30.1
6411,PM Peak,21.6
6411,PM Peak,24.6
6411,PM Peak,18.2
6411,PM Peak,23.4
6411,PM Peak,26.3
6411,PM Peak,34.1
6411,PM Peak,28.7
6411,PM Peak,23.5
6411,PM Peak,24.2
6411,PM Peak,32.8
6411,PM Peak,23
6411,PM Peak,31.2
6411,PM Peak,24.3
6411,PM Peak,27.6
6411,PM Peak,35.4
6411,PM Peak,24
6411,PM Peak,27.8
6411,PM Peak,29.4
6411,PM Peak,20.7
6411,PM Peak,28
6411,PM Peak,29.9
6411,PM Peak,23.6
6411,PM Peak,32
6411,PM Peak,30.4
6411,PM Peak,33.4
6411,PM Peak,25.7
6411,PM Peak,27
6411,PM Peak,26
6411,PM Peak,18.1
6411,PM Peak,32.1
6411,PM Peak,26.6
6411,PM Peak,23.8
6411,PM Peak,27.3
6411,PM Peak,21.5
6411,PM Peak,23.9
6411,PM Peak,28
6411,PM Peak,34.8
6411,PM Peak,26.6
6411,PM Peak,17.1
6411,PM Peak,28.1
6411,PM Peak,29.7
6411,PM Peak,19.1
6411,PM Peak,28.7
6411,PM Peak,23.3
6411,PM Peak,25.1
6411,PM Peak,32.9
6411,PM Peak,23.8
6411,PM Peak,23.1
6411,PM Peak,20.2
6411,PM Peak,34.5
6411,PM Peak,27.5
6411,PM Peak,35.5
6411,PM Peak,19.5
6411,PM Peak,24
6411,PM Peak,24.1
6411,PM Peak,27.5
6411,PM Peak,27.2
6411,PM Peak,27.1
6411,PM Peak,36.3
6411,PM Peak,26
6411,PM Peak,24.4
6411,PM Peak,37.7
6411,PM Peak,31.2
6411,PM Peak,24.7
6411,PM Peak,33.3
6411,PM Peak,27.8
6411,PM Peak,25.7
6411,PM Peak,29.1
6411,PM Peak,27.8
6411,PM Peak,24.7
6411,PM Peak,26.7
6411,PM Peak,31.3
6411,PM Peak,23
6411,PM Peak,22.3
6411,PM Peak,20.1
6411,PM Peak,28.1
6411,PM Peak,19.1
6411,PM Peak,33
6411,PM Peak,24.6
6411,PM Peak,33.1
6411,PM Peak,29.4
6411,PM Peak,26.9
6411,PM Peak,32.8
6411,PM Peak,42.1
6411,PM Peak,37.6
6411,PM Peak,8.8
6411,PM Peak,25.8
6411,PM Peak,33.3
6411,PM Peak,26.1
6411,PM Peak,23.8
6411,PM Peak,30.5
6411,PM Peak,24.3
6411,PM Peak,22
6411,PM Peak,26.5
6411,PM Peak,23.9
6411,PM Peak,23.7
6411,PM Peak,28.5
6411,PM Peak,24.4
6411,PM Peak,22.1
6411,PM Peak,34.8
6411,PM Peak,30.1
6411,PM Peak,24.9
6411,PM Peak,28.1
6411,PM Peak,21.6
6411,PM Peak,24.1
6411,PM Peak,29.8
6411,PM Peak,24
6411,PM Peak,27.5
6411,PM Peak,36.8
6411,PM Peak,18.9
6411,PM Peak,26.4
6411,PM Peak,25
6411,PM Peak,21.9
6411,PM Peak,21.2
6411,PM Peak,34.2
6411,PM Peak,26.1
6411,PM Peak,24.1
6411,PM Peak,25.6
6411,PM Peak,23.3
6411,PM Peak,22.6
6411,PM Peak,27.1
6411,PM Peak,28.2
6411,PM Peak,29.9
6411,PM Peak,30.8
6411,PM Peak,19.7
6411,PM Peak,25.8
6411,PM Peak,23.3
6411,PM Peak,35.1
6411,PM Peak,26.9
6411,PM Peak,22.8
6411,PM Peak,23.2
6411,PM Peak,21.1
6411,PM Peak,23.4
6411,PM Peak,32
6411,PM Peak,24.8
6411,PM Peak,16.2
6411,PM Peak,27.8
6411,PM Peak,26.8
6411,PM Peak,31.2
6411,PM Peak,32.6
6411,PM Peak,24.2
6411,PM Peak,29
6411,PM Peak,29.1
6411,PM Peak,23.6
6411,PM Peak,19.7
6411,PM Peak,18.8
6411,PM Peak,27.1
6411,PM Peak,28.5
6411,PM Peak,23.2
6411,PM Peak,30.6
6411,PM Peak,28.4
6411,PM Peak,19.4
6411,PM Peak,15.4
6411,PM Peak,21.7
6411,PM Peak,23.4
6411,PM Peak,30.3
6411,PM Peak,21.2
6411,PM Peak,25.7
6411,PM Peak,26.3
6411,PM Peak,28.5
6411,PM Peak,18.4
6411,PM Peak,34.2
6411,PM Peak,29.4
6411,PM Peak,26.3
6411,PM Peak,27.9
6411,PM Peak,27.7
6411,PM Peak,22.2
6411,PM Peak,25.7
6411,PM Peak,25.5
6411,PM Peak,21.5
6411,PM Peak,26.2
6411,PM Peak,27
6411,PM Peak,23.5
6411,PM Peak,25.9
6411,PM Peak,26.9
6411,PM Peak,24.4
6411,PM Peak,23
6411,PM Peak,28.3
6411,PM Peak,25
6411,PM Peak,35.6
6411,PM Peak,20.7
6411,PM Peak,32.1
6411,PM Peak,30.1
6411,PM Peak,22.5
6411,PM Peak,18.6
6411,PM Peak,20.7
6411,PM Peak,25.9
6411,PM Peak,36.2
6411,PM Peak,27
6411,PM Peak,16.4
6411,PM Peak,19.5
6411,PM Peak,36
6411,PM Peak,24.7
6411,PM Peak,25.9
6411,PM Peak,20.1
6411,PM Peak,5.2
6411,PM Peak,20.3
6411,PM Peak,27.2
6411,PM Peak,18.6
6411,PM Peak,23.8
6411,PM Peak,26.3
6411,PM Peak,20.5
6411,PM Peak,23.4
6411,PM Peak,29.6
6411,PM Peak,18.2
6411,PM Peak,33.7
6411,PM Peak,26.7
6411,PM Peak,18.4
6411,PM Peak,21.1
6411,PM Peak,29.4
6411,PM Peak,28.5
6411,PM Peak,23.9
6411,PM Peak,29
6411,PM Peak,31
6411,PM Peak,16.5
6411,PM Peak,26.2
6411,PM Peak,6.7
6411,PM Peak,18.4
6411,PM Peak,26.9
6411,PM Peak,31.8
6411,PM Peak,28.5
6411,PM Peak,22.6
6411,PM Peak,20.8
6411,PM Peak,25
6411,PM Peak,28.5
6411,PM Peak,36.1
6411,PM Peak,27.3
6411,PM Peak,24.1
6411,PM Peak,27
6411,PM Peak,24
6411,PM Peak,29.1
6411,PM Peak,28
6411,PM Peak,23.2
6411,PM Peak,34.5
6411,PM Peak,18
6411,PM Peak,29.2
6411,PM Peak,29.1
6411,PM Peak,24.9
6411,PM Peak,19.3
6411,PM Peak,30.1
6411,PM Peak,21.1
6411,PM Peak,27.9
6411,PM Peak,22.5
6411,PM Peak,24.3
6411,PM Peak,33
6411,PM Peak,27.4
6411,PM Peak,22.5
6411,PM Peak,28.5
6411,PM Peak,27.8
6411,PM Peak,23.6
6411,PM Peak,24.2
6411,PM Peak,29.9
6411,PM Peak,28.2
6411,PM Peak,24.1
6411,PM Peak,32.7
6411,PM Peak,26.1
6411,PM Peak,28.7
6411,PM Peak,24.8
6411,PM Peak,31
6411,PM Peak,26.9
6411,PM Peak,26
6411,PM Peak,22.2
6411,PM Peak,26.1
6411,PM Peak,25.6
6411,PM Peak,20.8
6411,PM Peak,27.2
6411,PM Peak,27.9
6411,PM Peak,26.5
6411,PM Peak,22.3
6411,PM Peak,30.8
6411,PM Peak,22.8
6411,PM Peak,26.6
6411,PM Peak,30.4
6411,PM Peak,24.2
6411,PM Peak,20.9
6411,PM Peak,22.5
6411,PM Peak,29.1
6411,PM Peak,22.4
6411,PM Peak,25.4
6411,PM Peak,23.3
6411,PM Peak,23.7
6411,PM Peak,20
6411,PM Peak,35.1
6411,PM Peak,27.9
6411,PM Peak,14
6411,PM Peak,27.2
6411,PM Peak,25.1
6411,PM Peak,34
6411,PM Peak,29.4
6411,PM Peak,22.6
6411,PM Peak,22.8
6411,PM Peak,36.5
6411,PM Peak,24.8
6411,PM Peak,25.5
6411,PM Peak,24.9
6411,PM Peak,30.8
6411,PM Peak,29.7
6411,PM Peak,25.9
6411,PM Peak,31
6411,PM Peak,25
6411,PM Peak,27.2
6411,PM Peak,23.4
6411,PM Peak,24.3
6411,PM Peak,26.5
6411,PM Peak,23.2
6411,PM Peak,23.6
6411,PM Peak,26.4
6411,PM Peak,15.7
6411,PM Peak,24.7
6411,PM Peak,24
6411,PM Peak,27.8
6411,PM Peak,21.6
6411,PM Peak,17.9
6411,PM Peak,31.2
6411,PM Peak,20.7
6411,PM Peak,24.9
6411,PM Peak,28.4
6411,PM Peak,26.2
6411,PM Peak,22.5
6411,PM Peak,14.5
6411,PM Peak,30.1
6411,PM Peak,20.7
6411,PM Peak,25.6
6411,PM Peak,24
6411,PM Peak,29.9
6411,PM Peak,27.2
6411,PM Peak,26.7
6411,PM Peak,25.9
6411,PM Peak,25
6411,PM Peak,30
6411,PM Peak,27.8
6411,PM Peak,17.2
6411,PM Peak,23.6
6411,PM Peak,22.6
6411,PM Peak,38.4
6411,PM Peak,36.9
6411,PM Peak,16.5
6411,PM Peak,30.7
6411,PM Peak,30.3
6411,PM Peak,29.6
6411,PM Peak,22
6411,PM Peak,24.4
6411,PM Peak,19.5
6411,PM Peak,28.2
6411,PM Peak,22.4
6411,PM Peak,20.9
6411,PM Peak,19.1
6411,PM Peak,24
6411,PM Peak,32.3
6411,PM Peak,25
6411,PM Peak,13.9
6411,PM Peak,24
6411,PM Peak,23.3
6411,PM Peak,32.8
6411,PM Peak,23.8
6411,PM Peak,19.6
6411,PM Peak,24.7
6411,PM Peak,29.4
6411,PM Peak,27.6
6411,PM Peak,24.1
6411,PM Peak,23
6411,PM Peak,23.4
6411,PM Peak,28.6
6411,PM Peak,29.4
6411,PM Peak,22.3
6411,PM Peak,20.8
6411,PM Peak,24.2
6411,PM Peak,22.4
6411,PM Peak,30.3
6411,PM Peak,32.1
6411,PM Peak,25.2
6411,PM Peak,23.6
6411,PM Peak,21.5
6411,PM Peak,29.1
6411,PM Peak,35.8
6411,PM Peak,26.2
6411,PM Peak,25.6
6411,PM Peak,25.4
6411,PM Peak,24.3
6411,PM Peak,29.5
6411,PM Peak,27.1
6411,PM Peak,17.7
6411,PM Peak,22.6
6411,PM Peak,25
6411,PM Peak,26.5
6411,PM Peak,26.5
6411,PM Peak,25.8
6411,PM Peak,21.6
6411,PM Peak,33.8
6411,PM Peak,19.2
6411,PM Peak,22.9
6411,PM Peak,28.6
6411,PM Peak,33.2
6411,PM Peak,25.6
6411,PM Peak,9
6411,PM Peak,28.8
6411,PM Peak,26.3
6411,PM Peak,25.1
6411,PM Peak,28.6
6411,PM Peak,23.1
6411,PM Peak,23.9
6411,PM Peak,20.1
6411,PM Peak,17.6
6415,AM Peak,29.3
6415,AM Peak,21.5
6415,AM Peak,29.3
6415,AM Peak,23.3
6415,AM Peak,26.7
6415,AM Peak,25.6
6415,AM Peak,22.3
6415,AM Peak,18.6
6415,AM Peak,24.4
6415,AM Peak,35.4
6415,AM Peak,27.7
6415,AM Peak,27.7
6415,AM Peak,23.1
6415,AM Peak,24.1
6415,AM Peak,23.6
6415,AM Peak,32.3
6415,AM Peak,29.4
6415,AM Peak,18.6
6415,AM Peak,24.8
6415,AM Peak,28.6
6415,AM Peak,32
6415,AM Peak,27.2
6415,AM Peak,27.3
6415,AM Peak,3.8
6415,AM Peak,29.8
6415,AM Peak,32.2
6415,AM Peak,30
6415,AM Peak,27.4
6415,AM Peak,28.1
6415,AM Peak,30.8
6415,AM Peak,25.5
6415,AM Peak,32
6415,AM Peak,29.5
6415,AM Peak,26
6415,AM Peak,21.6
6415,AM Peak,19.4
6415,AM Peak,26.8
6415,AM Peak,20.8
6415,AM Peak,27.8
6415,AM Peak,34.2
6415,AM Peak,8.1
6415,AM Peak,27.2
6415,AM Peak,30.8
6415,AM Peak,25.1
6415,AM Peak,43.5
6415,AM Peak,24.7
6415,AM Peak,30.7
6415,AM Peak,19.6
6415,AM Peak,25.5
6415,AM Peak,24.6
6415,AM Peak,24.6
6415,AM Peak,25.6
6415,AM Peak,28.9
6415,AM Peak,33.3
6415,AM Peak,30.6
6415,AM Peak,19
6415,AM Peak,27.6
6415,AM Peak,37
6415,AM Peak,25.6
6415,AM Peak,30.7
6415,AM Peak,28.3
6415,AM Peak,25.4
6415,AM Peak,30.4
6415,AM Peak,28.9
6415,AM Peak,20.6
6415,AM Peak,25.7
6415,AM Peak,46.4
6415,AM Peak,20.7
6415,AM Peak,26.9
6415,AM Peak,18.7
6415,AM Peak,19.5
6415,AM Peak,30
6415,AM Peak,34
6415,AM Peak,30.5
6415,AM Peak,22.3
6415,AM Peak,21.7
6415,AM Peak,28.3
6415,AM Peak,28.1
6415,AM Peak,30.3
6415,AM Peak,26.7
6415,AM Peak,19.7
6415,AM Peak,29.1
6415,AM Peak,28.1
6415,AM Peak,24.9
6415,AM Peak,32.5
6415,AM Peak,27.4
6415,AM Peak,29
6415,AM Peak,31.4
6415,AM Peak,22.2
6415,AM Peak,23.6
6415,AM Peak,28.5
6415,AM Peak,17.5
