Stop_name,Train_Line,Pax_annual,Pax_annual_norm,Pax_AM_peak,Pax_AM_peak_norm,Bike_Path_Dist_m,Bike_Path_Dist_m_norm
Ashburton,Alamein Line,201950,0.010160054608064878,400,0.09210526315789473,10.823038043718693,0.0036360208445650067
Burwood,Alamein Line,221250,0.011143203537298531,500,0.11842105263157894,24.05166994630638,0.008264311305537278
Hartwell,Alamein Line,138050,0.006904965666198015,300,0.06578947368421052,20.178326737551686,0.006909147932849862
Willison,Alamein Line,73100,0.0035963893473521203,150,0.02631578947368421,140.92369765117076,0.04915423060815999
Riversdale,Alamein Line,144000,0.007208060802412535,300,0.06578947368421052,13.950290987560344,0.004730150235692634
Camberwell,Alamein Line,1260400,0.06407787762088148,1100,0.27631578947368424,185.99063505193254,0.06492176258071256
Camberwell,Belgrave Line,1260400,0.06407787762088148,1100,0.27631578947368424,185.99063505193254,0.06492176258071256
Camberwell,Lilydale Line,1260400,0.06407787762088148,1100,0.27631578947368424,185.99063505193254,0.06492176258071256
Flinders Street,Mernda Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Hurstbridge Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Craigieburn Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Upfield Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Flemington Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Frankston Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Sandringham Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Werribee Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Werribee Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Williamstown Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Werribee Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Alamein Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Belgrave Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Glen Waverly Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Flinders Street,Lilydale Line,19633300,1.0,3600,0.9342105263157895,61.80173275319669,0.02147189443860922
Frankston,Frankston Line,1035450,0.05261884385761151,750,0.18421052631578946,41.97288415169836,0.014534391640876524
Frankston,Stony Point Line,1035450,0.05261884385761151,750,0.18421052631578946,41.97288415169836,0.014534391640876524
Kananook,Frankston Line,173050,0.008687878232165781,250,0.05263157894736842,9.42329236605588,0.0031462929864297523
Seaford,Frankston Line,320500,0.016199034170792836,450,0.10526315789473684,41.97234768482699,0.01453420394765763
Carrum,Frankston Line,343700,0.017380850500234326,450,0.10526315789473684,9.738268792903401,0.003256493527388515
Bonbeach,Frankston Line,141600,0.007085803940746174,250,0.05263157894736842,15.061584924961624,0.0051189577229434164
Chelsea,Frankston Line,352250,0.017816390569920737,500,0.11842105263157894,12.446054183564087,0.004203864153938599
Edithvale,Frankston Line,201450,0.010134584428551053,350,0.07894736842105263,5.0224205734930285,0.0016065636260945953
Aspendale,Frankston Line,169500,0.008507039957617622,300,0.06578947368421052,16.625436205772697,0.005666101072207018
Mordialloc,Frankston Line,529850,0.026863398333231453,650,0.15789473684210525,49.80649690956024,0.017275131232781765
Parkdale,Frankston Line,268050,0.013527212339792571,400,0.09210526315789473,13.224274849164702,0.004476139572111378
Mentone,Frankston Line,583650,0.029603989648919044,650,0.15789473684210525,30.64292671828179,0.010570388840099658
Cheltenham,Frankston Line,717500,0.03642235670477006,1150,0.2894736842105263,23.646259933219692,0.00812247084084155
Upper Ferntree Gully,Belgrave Line,180450,0.009064836888970394,250,0.05263157894736842,42.991690987754644,0.014890840742765154
Ferntree Gully,Belgrave Line,337700,0.017075208346068422,650,0.15789473684210525,46.49566702424372,0.01611677392955112
Boronia,Belgrave Line,462850,0.023450394278378875,800,0.19736842105263158,27.71025353598943,0.009544336908599635
Bayswater,Belgrave Line,446150,0.022599690282617112,700,0.17105263157894737,16.59234783916458,0.005654524472852738
Heathmont,Belgrave Line,199600,0.010040344764349899,400,0.09210526315789473,18.550786447656755,0.006339721762854515
Highett,Frankston Line,410950,0.020806589644843818,600,0.14473684210526316,185.65998775643152,0.06480607928594839
Glen Waverley,Glen Waverly Line,1209700,0.061495201418179594,1600,0.40789473684210525,16.708215444439425,0.0056950629757136694
Syndal,Glen Waverly Line,698100,0.035434113739633635,1250,0.3157894736842105,47.53923901862404,0.01648188759682184
Mount Waverley,Glen Waverly Line,658250,0.03340414043238177,1050,0.2631578947368421,13.846086430153639,0.004693692273706334
Lilydale,Lilydale Line,512300,0.02596939503229619,600,0.14473684210526316,42.7664181380768,0.014812024717876286
Mooroolbark,Lilydale Line,569250,0.02887044847892088,1000,0.25,20.87217598443911,0.007151904392805004
Croydon,Lilydale Line,447350,0.02266081871345029,700,0.17105263157894737,43.64520031743072,0.015119483509376908
Ringwood East,Lilydale Line,268800,0.013565417609063308,500,0.11842105263157894,14.601269732371524,0.00495790762867867
Pakenham,Pakenham Line,495750,0.025126332090388573,500,0.11842105263157894,24.738338190280114,0.00850455535396488
Pakenham,Sunbury Line,495750,0.025126332090388573,500,0.11842105263157894,24.738338190280114,0.00850455535396488
Officer,Pakenham Line,208600,0.010498807995598753,350,0.07894736842105263,48.26149478366448,0.01673458262169928
Officer,Sunbury Line,208600,0.010498807995598753,350,0.07894736842105263,48.26149478366448,0.01673458262169928
Beaconsfield,Pakenham Line,199950,0.010058173890009577,350,0.07894736842105263,25.885075845828016,0.00890576350545724
Beaconsfield,Sunbury Line,199950,0.010058173890009577,350,0.07894736842105263,25.885075845828016,0.00890576350545724
Berwick,Pakenham Line,1008200,0.05123071907410803,1600,0.40789473684210525,59.940606075430225,0.020820743593019317
Berwick,Sunbury Line,1008200,0.05123071907410803,1600,0.40789473684210525,59.940606075430225,0.020820743593019317
Narre Warren,Pakenham Line,522200,0.026473704586669925,750,0.18421052631578946,0.4305223300912203,0.0
Narre Warren,Sunbury Line,522200,0.026473704586669925,750,0.18421052631578946,0.4305223300912203,0.0
Hallam,Pakenham Line,521500,0.02643804633535057,850,0.21052631578947367,85.24457824786803,0.029673823328913454
Hallam,Sunbury Line,521500,0.02643804633535057,850,0.21052631578947367,85.24457824786803,0.029673823328913454
Cranbourne,Cranbourne Line,1054250,0.05357652260733134,1600,0.40789473684210525,27.162975766412323,0.009352861289723248
Cranbourne,Sunbury Line,1054250,0.05357652260733134,1600,0.40789473684210525,27.162975766412323,0.009352861289723248
Merinda Park,Cranbourne Line,577750,0.029303441530655908,1000,0.25,16.945858805782894,0.005778207061248638
Merinda Park,Sunbury Line,577750,0.029303441530655908,1000,0.25,16.945858805782894,0.005778207061248638
Dandenong,Cranbourne Line,1970750,0.10026336165617296,1350,0.34210526315789475,66.67882422800102,0.023178238383799094
Dandenong,Pakenham Line,1970750,0.10026336165617296,1350,0.34210526315789475,66.67882422800102,0.023178238383799094
Dandenong,Sunbury Line,1970750,0.10026336165617296,1350,0.34210526315789475,66.67882422800102,0.023178238383799094
Yarraman,Cranbourne Line,272450,0.013751349919514233,350,0.07894736842105263,5.088414187154138,0.0016296527569164344
Yarraman,Pakenham Line,272450,0.013751349919514233,350,0.07894736842105263,5.088414187154138,0.0016296527569164344
Yarraman,Sunbury Line,272450,0.013751349919514233,350,0.07894736842105263,5.088414187154138,0.0016296527569164344
Noble Park,Cranbourne Line,993800,0.05049717790410987,1100,0.27631578947368424,24.66836622599954,0.00848007432091475
Noble Park,Pakenham Line,993800,0.05049717790410987,1100,0.27631578947368424,24.66836622599954,0.00848007432091475
Noble Park,Sunbury Line,993800,0.05049717790410987,1100,0.27631578947368424,24.66836622599954,0.00848007432091475
Sandown Park,Cranbourne Line,458700,0.023238991788414126,950,0.23684210526315788,25.09635268801341,0.00862981358905302
Sandown Park,Pakenham Line,458700,0.023238991788414126,950,0.23684210526315788,25.09635268801341,0.00862981358905302
Sandown Park,Sunbury Line,458700,0.023238991788414126,950,0.23684210526315788,25.09635268801341,0.00862981358905302
East Camberwell,Belgrave Line,185950,0.00934500886362247,250,0.05263157894736842,24.323702997237195,0.008359487283216874
East Camberwell,Lilydale Line,185950,0.00934500886362247,250,0.05263157894736842,24.323702997237195,0.008359487283216874
Canterbury,Belgrave Line,268450,0.01354758848340363,400,0.09210526315789473,152.30848825472785,0.05313741784464986
Canterbury,Lilydale Line,268450,0.01354758848340363,400,0.09210526315789473,152.30848825472785,0.05313741784464986
Chatham,Belgrave Line,183300,0.009210016912199198,300,0.06578947368421052,418.7797202775162,0.14636748656047452
Chatham,Lilydale Line,183300,0.009210016912199198,300,0.06578947368421052,418.7797202775162,0.14636748656047452
Laburnum,Belgrave Line,316900,0.016015648878293293,550,0.13157894736842105,28.083407987402445,0.00967489214671208
Laburnum,Lilydale Line,316900,0.016015648878293293,550,0.13157894736842105,28.083407987402445,0.00967489214671208
Blackburn,Belgrave Line,1206950,0.061355115430853556,1850,0.47368421052631576,37.61076030571297,0.013008218992440779
Blackburn,Lilydale Line,1206950,0.061355115430853556,1850,0.47368421052631576,37.61076030571297,0.013008218992440779
Nunawading,Belgrave Line,758050,0.03848798826334128,1250,0.3157894736842105,9.61039825637404,0.00321175556893474
